"","reuniao","data","nome","funcao_blocoPar","BlocoParl","partido","estado","complemento","fala"
"383","18","2021-06-10","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Bloco Parlamentar Senado Independente","REDE","AP","","Presidente, pela ordem. "
"384","18","2021-06-10","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Bloco Parlamentar Unidos pelo Brasil","MDB","PE","","Vamos votar o requerimento. "
"385","18","2021-06-10","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Bloco Parlamentar Senado Independente","REDE","AP","","Presidente, pela ordem. "
"386","18","2021-06-10","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Pois não, Senador Randolfe. "
"387","18","2021-06-10","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP. Pela ordem.)","Bloco Parlamentar Senado Independente","REDE","AP","Pela ordem","Pela circunstância de ser um requerimento extrapauta, até em cumprimento ao que nós tínhamos encaminhado, eu quero sugerir ao querido Relator, Senador Renan, e à Presidência que nós deixemos para apreciar este requerimento ou a melhor forma na semana que vem. "
"388","18","2021-06-10","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Bloco Parlamentar Unidos pelo Brasil","MDB","PE","","É um demérito para com o Relator. O Relator apresentou o requerimento, vamos votar o requerimento. "
"389","18","2021-06-10","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Bloco Parlamentar Senado Independente","REDE","AP","","O Relator estará homenageado... "
"390","18","2021-06-10","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Bloco Parlamentar Unidos pelo Brasil","MDB","PE","","Não... "
"391","18","2021-06-10","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Bloco Parlamentar Senado Independente","REDE","AP","","... pelo meu encaminhamento agora. (Risos.) "
"392","18","2021-06-10","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Bloco Parlamentar Unidos pelo Brasil","MDB","PE","","Não, o Relator precisa ser prestigiado. "
"393","18","2021-06-10","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Eu só tenho... Senador Fernando Bezerra... Senador Fernando Bezerra, da mesma forma que eu sei que a Dra. Ludhmila, quando veio conversar com o Presidente e não aceitou o cargo de Ministra, quando saiu daqui, foi destruída, a família destruída, prejudicou o trabalho dela – todos nós sabemos disso –, e não estava na CPI... Isso tem acontecido muito. Os desonestos do País estão aqui querendo investigar, os honestos estão não querendo investigar. Isto é que virou na rede social: quem é desonesto quer investigar, quer ir atrás do que aconteceu; agora, os honestos, que estão ao lado, ali apoiando as coisas, esses viraram honestos nas redes sociais. Mas tudo bem, faz parte do jogo. Quem está aqui está na chuva para se molhar. Agora, a partir do momento em que eu permitir que alguém venha gravar vídeo, da mesma forma que abre essa exceção, depois eu não precisarei botar em votação mais para ouvir ninguém, está certo? Qualquer pessoa que achar: ""Não, eu não vou. Vou gravar um vídeo e aí pode postar lá""; aí não adianta dizer: ""Não, vamos votar""; não vai votar. Abriu o precedente, vai ser para todos. E eu até hoje não abri precedente. No momento em que o Senador Renan quiser expor o vídeo da Dra. Ludhmila, que ele coloque. Agora, não eu colocando para votar aqui, senão qualquer um que seja convocado pode arguir: ""Não, eu estou preocupado porque eu posso ser prejudicado"". Então, é a isso, Senador Renan, que eu estou fazendo um apelo, até porque quem não quer depor não grava vídeo; quem não quer depor não se expõe. "
